Name,Team,Position,Dropped,Added,Total,Date
Tim Frazier,NO ," PG,SG",1748,127,1896,2016-11-30
Seth Curry,DAL ," PG,SG",1288,598,1892,2016-11-30
DeMarre Carroll,TOR ," SF,PF",281,1547,1835,2016-11-30
Marco Belinelli,CHA ," SG,SF",706,1106,1814,2016-11-30
Ish Smith,DET , PG,736,1054,1798,2016-11-30
Mike Conley,MEM , PG,1716,61,1793,2016-11-30
Joakim Noah,NY ," PF,C",1576,177,1763,2016-11-30
Wayne Ellington,MIA ," SG,SF",23,1730,1753,2016-11-30
Tony Parker,SA , PG,1530,186,1722,2016-11-30
J.R. Smith,CLE ," SG,SF",1344,362,1719,2016-11-30
Patty Mills,SA , PG,718,975,1695,2016-11-30
Greg Monroe,MIL ," PF,C",228,1430,1676,2016-11-30
Andrew Bogut,DAL , C,194,1463,1667,2016-11-30
Alex Len,PHO ," PF,C",560,1067,1640,2016-11-30
C.J. Miles,IND ," SG,SF",757,855,1616,2016-11-30
Glenn Robinson III,IND ," SG,SF",605,995,1601,2016-11-30
Patrick Beverley,HOU ," PG,SG",1166,388,1564,2016-11-30
Nik Stauskas,PHI ," SG,SF",473,1070,1544,2016-11-30
E'Twaun Moore,NO ," PG,SG",1453,31,1486,2016-11-30
K. Korver,CLE ," SG,SF",1295,156,1459,2016-11-30
Evan Turner,POR ," SG,SF",281,1163,1447,2016-11-30
Matthew Dellavedova,MIL ," PG,SG",721,692,1417,2016-11-30
Patrick Patterson,TOR ," PF,C",185,8876,9062,2016-12-01
Andrew Harrison,MEM ," PG,SG",402,7740,8142,2016-12-01
Wayne Ellington,MIA ," SG,SF",239,6932,7171,2016-12-01
Nick Young,LAL ," SG,SF",5649,58,5729,2016-12-01
Frank Kaminsky,CHA ," PF,C",4929,379,5314,2016-12-01
Jameer Nelson,DEN , PG,241,4832,5076,2016-12-01
John Henson,MIL ," PF,C",471,4396,4871,2016-12-01
Josh Richardson,MIA ," SG,SF",3508,50,3566,2016-12-01
Dion Waiters,MIA ," SG,SF",3295,121,3425,2016-12-01
Jamal Murray,DEN , SG,2934,430,3379,2016-12-01
Patty Mills,SA , PG,310,2598,2916,2016-12-01
Sean Kilpatrick,BKN ," PG,SG",277,2490,2782,2016-12-01
Ish Smith,DET , PG,318,2341,2667,2016-12-01
Tyler Johnson,MIA ," PG,SG",393,2256,2659,2016-12-01
Larry Nance Jr.,LAL , PF,289,2206,2499,2016-12-01
Jerryd Bayless,PHI ," PG,SG",2287,105,2396,2016-12-01
Seth Curry,DAL ," PG,SG",2158,109,2281,2016-12-01
Will Barton,DEN ," SG,SF",1634,605,2253,2016-12-01
Maurice Harkless,POR , SF,207,1959,2188,2016-12-01
JaMychal Green,MEM , PF,703,1441,2155,2016-12-01
Kelly Olynyk,BOS , C,94,1997,2094,2016-12-01
Tyler Johnson,MIA ," SF,PF",426,1657,2087,2016-12-01
Brandon Ingram,LAL ," SG,SF",365,1606,1981,2016-12-01
Ben Simmons,PHI ," SF,PF",103,1807,1914,2016-12-01
Jeremy Lamb,CHA ," SG,SF",1700,207,1912,2016-12-01
Cody Zeller,CHA ," PF,C",1023,832,1871,2016-12-01
Channing Frye,CLE ," PF,C",617,1233,1850,2016-12-01
Dirk Nowitzki,DAL ," PF,C",1562,238,1822,2016-12-01
Nerlens Noel,PHI ," PF,C",171,1588,1761,2016-12-01
Ersan Ilyasova,PHI ," SF,PF",623,1099,1728,2016-12-01
D.J. Augustin,ORL , PG,695,1026,1724,2016-12-01
Joakim Noah,NY ," PF,C",1609,42,1657,2016-12-01
Andrew Bogut,DAL , C,1012,600,1620,2016-12-01
Deron Williams,DAL , PG,454,1096,1556,2016-12-01
Marco Belinelli,CHA ," SG,SF",1081,425,1510,2016-12-01
J.R. Smith,CLE ," SG,SF",1119,353,1491,2016-12-01
Jon Leuer,DET ," PF,C",381,1087,1475,2016-12-01
Evan Turner,POR ," SG,SF",247,1212,1463,2016-12-01
Courtney Lee,NY ," SG,SF",1342,106,1453,2016-12-01
Jusuf Nurkic,DEN , C,1324,96,1441,2016-12-01
Sergio Rodriguez,PHI , PG,575,848,1430,2016-12-01
K. Korver,CLE ," SG,SF",1231,172,1421,2016-12-01
Marcus Morris,DET ," SF,PF",132,1252,1404,2016-12-01
Tyson Chandler,PHO , C,732,650,1403,2016-12-01
Terrence Jones,NO ," SF,PF",1118,228,1355,2016-12-01
Patrick Beverley,HOU ," PG,SG",961,372,1341,2016-12-01
Tony Parker,SA , PG,1221,111,1338,2016-12-01
Greg Monroe,MIL ," PF,C",559,708,1286,2016-12-01
Thabo Sefolosha,ATL ," SG,SF",225,1055,1285,2016-12-01
Nik Stauskas,PHI ," SG,SF",482,775,1260,2016-12-01
John Henson,MIL ," PF,C",236,7240,7484,2016-12-02
Will Barton,DEN ," SG,SF",472,6457,6931,2016-12-02
Tyler Johnson,MIA ," SF,PF",215,6709,6926,2016-12-02
Wayne Ellington,MIA ," SG,SF",601,4796,5397,2016-12-02
Frank Kaminsky,CHA ," PF,C",4561,177,4746,2016-12-02
Ben Simmons,PHI ," SF,PF",122,3591,3716,2016-12-02
Jameer Nelson,DEN , PG,1401,2273,3676,2016-12-02
Jamal Murray,DEN , SG,3094,294,3394,2016-12-02
Patrick Patterson,TOR ," PF,C",639,2590,3231,2016-12-02
Nick Young,LAL ," SG,SF",2643,112,2769,2016-12-02
Brandon Ingram,LAL ," SG,SF",243,2055,2313,2016-12-02
Patty Mills,SA , PG,435,1628,2074,2016-12-02
Ish Smith,DET , PG,352,1580,1941,2016-12-02
Larry Nance Jr.,LAL , PF,674,1213,1892,2016-12-02
Ersan Ilyasova,PHI ," SF,PF",1191,677,1878,2016-12-02
Andrew Harrison,MEM ," PG,SG",589,1274,1866,2016-12-02
Josh Richardson,MIA ," SG,SF",1787,48,1842,2016-12-02
JaMychal Green,MEM , PF,668,1007,1685,2016-12-02
Rondae Hollis-Jefferson,BKN ," SG,SF",378,1283,1666,2016-12-02
Dion Waiters,MIA ," SG,SF",1490,126,1622,2016-12-02
Sean Kilpatrick,BKN ," PG,SG",379,1197,1597,2016-12-02
Nik Stauskas,PHI ," SG,SF",1154,384,1543,2016-12-02
Elfrid Payton,ORL , PG,1376,119,1518,2016-12-02
Tyler Johnson,MIA ," PG,SG",589,913,1513,2016-12-02
Maurice Harkless,POR , SF,91,1405,1513,2016-12-02
Seth Curry,DAL ," PG,SG",1436,71,1512,2016-12-02
J.R. Smith,CLE ," SG,SF",1283,208,1507,2016-12-02
Channing Frye,CLE ," PF,C",1313,186,1500,2016-12-02
D.J. Augustin,ORL , PG,1350,109,1461,2016-12-02
Cody Zeller,CHA ," PF,C",930,512,1453,2016-12-02
Deron Williams,DAL , PG,232,1179,1418,2016-12-02
Evan Turner,POR ," SG,SF",185,1208,1400,2016-12-02
Dario Saric,PHI ," SF,PF",1281,105,1391,2016-12-02
Kelly Olynyk,BOS , C,434,951,1385,2016-12-02
Jeremy Lamb,CHA ," SG,SF",764,591,1361,2016-12-02
Danny Green,SA ," SG,SF",1201,113,1331,2016-12-02
Troy Daniels,MEM ," PG,SG",61,1243,1304,2016-12-02
Patrick Beverley,HOU ," PG,SG",1023,207,1236,2016-12-02
Mike Conley,MEM , PG,459,729,1226,2016-12-02
Tony Parker,SA , PG,1152,68,1224,2016-12-02
Dirk Nowitzki,DAL ," PF,C",934,250,1203,2016-12-02
Robert Covington,PHI ," SF,PF",730,448,1187,2016-12-02
K. Korver,CLE ," SG,SF",974,171,1162,2016-12-02
Jerryd Bayless,PHI ," PG,SG",1054,103,1159,2016-12-02
Terrence Jones,NO ," SF,PF",907,242,1156,2016-12-02
Jon Leuer,DET ," PF,C",331,813,1147,2016-12-02
Marcus Smart,BOS , PG,851,220,1085,2016-12-02
Joakim Noah,NY ," PF,C",1014,49,1075,2016-12-02
Marco Belinelli,CHA ," SG,SF",858,213,1073,2016-12-02
Matthew Dellavedova,MIL ," PG,SG",841,209,1060,2016-12-02
Will Barton,DEN ," SG,SF",332,11037,11370,2016-12-03
John Henson,MIL ," PF,C",345,5616,5962,2016-12-03
Troy Daniels,MEM ," PG,SG",134,5814,5948,2016-12-03
Jamal Murray,DEN , SG,5738,128,5872,2016-12-03
Jameer Nelson,DEN , PG,4579,111,4693,2016-12-03
Ish Smith,DET , PG,246,3929,4181,2016-12-03
Matt Barnes,SAC ," SG,SF",215,3727,3942,2016-12-03
Sam Dekker,HOU ," SF,PF",228,3659,3887,2016-12-03
Tyler Johnson,MIA ," SF,PF",1312,2446,3759,2016-12-03
Andre Roberson,OKC ," SG,SF",158,3384,3545,2016-12-03
Wayne Ellington,MIA ," SG,SF",1000,2280,3280,2016-12-03
Brandon Ingram,LAL ," SG,SF",408,2761,3176,2016-12-03
Jon Leuer,DET ," PF,C",196,2920,3127,2016-12-03
Glenn Robinson III,IND ," SG,SF",307,2298,2607,2016-12-03
Andrew Harrison,MEM ," PG,SG",1991,558,2554,2016-12-03
Patty Mills,SA , PG,420,1971,2396,2016-12-03
Dirk Nowitzki,DAL ," PF,C",2057,306,2384,2016-12-03
Ersan Ilyasova,PHI ," SF,PF",2052,217,2277,2016-12-03
Larry Nance Jr.,LAL , PF,1987,230,2221,2016-12-03
Patrick Patterson,TOR ," PF,C",1360,714,2077,2016-12-03
Frank Kaminsky,CHA ," PF,C",1724,314,2045,2016-12-03
Kyle O'Quinn,NY ," PF,C",84,1885,1970,2016-12-03
Nick Young,LAL ," SG,SF",1798,150,1958,2016-12-03
Marcus Smart,BOS , PG,1861,85,1956,2016-12-03
Nik Stauskas,PHI ," SG,SF",1812,70,1887,2016-12-03
Seth Curry,DAL ," PG,SG",1800,62,1865,2016-12-03
Elfrid Payton,ORL , PG,1617,170,1806,2016-12-03
Jamal Crawford,LAC ," SG,SF",264,1465,1737,2016-12-03
Jeremy Lamb,CHA ," SG,SF",1246,465,1713,2016-12-03
Dario Saric,PHI ," SF,PF",1153,513,1671,2016-12-03
K. Korver,CLE ," SG,SF",1547,112,1669,2016-12-03
JaMychal Green,MEM , PF,546,1105,1658,2016-12-03
Bismack Biyombo,ORL ," PF,C",465,1143,1613,2016-12-03
Terrence Jones,NO ," SF,PF",529,1048,1590,2016-12-03
Evan Turner,POR ," SG,SF",351,1230,1584,2016-12-03
Jodie Meeks,ORL , SG,42,1530,1572,2016-12-03
Robert Covington,PHI ," SF,PF",1456,66,1529,2016-12-03
Jusuf Nurkic,DEN , C,1354,160,1524,2016-12-03
Nikola Mirotic,CHI ," SF,PF",1141,354,1505,2016-12-03
Tony Parker,SA , PG,1451,39,1494,2016-12-03
Deron Williams,DAL , PG,220,1236,1465,2016-12-03
Danny Green,SA ," SG,SF",1338,64,1422,2016-12-03
Tyson Chandler,PHO , C,734,673,1420,2016-12-03
Alex Len,PHO ," PF,C",1011,381,1412,2016-12-03
Cody Zeller,CHA ," PF,C",905,489,1401,2016-12-03
Tim Frazier,NO ," PG,SG",946,411,1377,2016-12-03
Dion Waiters,MIA ," SG,SF",1241,104,1347,2016-12-03
Sean Kilpatrick,BKN ," PG,SG",688,617,1323,2016-12-03
Josh Richardson,MIA ," SG,SF",1234,37,1282,2016-12-03
Rondae Hollis-Jefferson,BKN ," SG,SF",400,862,1270,2016-12-03
Troy Daniels,MEM ," PG,SG",220,15576,15796,2016-12-04
John Henson,MIL ," PF,C",212,6414,6631,2016-12-04
Will Barton,DEN ," SG,SF",256,5454,5716,2016-12-04
JaMychal Green,MEM , PF,217,4604,4827,2016-12-04
Ish Smith,DET , PG,3183,1468,4659,2016-12-04
Jamal Murray,DEN , SG,4513,69,4590,2016-12-04
Tim Frazier,NO ," PG,SG",3580,337,3934,2016-12-04
Matt Barnes,SAC ," SG,SF",1706,2009,3716,2016-12-04
Andre Roberson,OKC ," SG,SF",539,2799,3343,2016-12-04
Glenn Robinson III,IND ," SG,SF",1807,1486,3293,2016-12-04
Andrew Harrison,MEM ," PG,SG",2739,251,2996,2016-12-04
Wayne Ellington,MIA ," SG,SF",1128,1549,2679,2016-12-04
Lucas Nogueira,TOR ," PF,C",177,2444,2622,2016-12-04
Jon Leuer,DET ," PF,C",603,1917,2532,2016-12-04
C.J. Miles,IND ," SG,SF",559,1733,2294,2016-12-04
Sergio Rodriguez,PHI , PG,390,1859,2256,2016-12-04
Tyler Johnson,MIA ," SF,PF",1879,343,2226,2016-12-04
Nikola Mirotic,CHI ," SF,PF",2056,114,2179,2016-12-04
Patrick Patterson,TOR ," PF,C",608,1529,2139,2016-12-04
Patty Mills,SA , PG,314,1811,2135,2016-12-04
Alex Len,PHO ," PF,C",1904,163,2083,2016-12-04
Tyson Chandler,PHO , C,1764,225,2003,2016-12-04
Frank Kaminsky,CHA ," PF,C",649,1326,1980,2016-12-04
Elfrid Payton,ORL , PG,1706,221,1943,2016-12-04
Jusuf Nurkic,DEN , C,1718,121,1850,2016-12-04
Terrence Jones,NO ," SF,PF",1083,709,1804,2016-12-04
Dwight Powell,DAL ," PF,C",70,1730,1801,2016-12-04
K. Korver,CLE ," SG,SF",1571,111,1693,2016-12-04
Seth Curry,DAL ," PG,SG",1623,51,1677,2016-12-04
Nick Young,LAL ," SG,SF",1491,146,1642,2016-12-04
Jamal Crawford,LAC ," SG,SF",733,869,1611,2016-12-04
Maurice Harkless,POR , SF,220,1360,1599,2016-12-04
Dirk Nowitzki,DAL ," PF,C",1246,310,1570,2016-12-04
Jeremy Lamb,CHA ," SG,SF",1491,70,1566,2016-12-04
Marcus Smart,BOS , PG,1426,86,1519,2016-12-04
Cody Zeller,CHA ," PF,C",789,705,1501,2016-12-04
Larry Nance Jr.,LAL , PF,1395,98,1494,2016-12-04
Evan Turner,POR ," SG,SF",443,1044,1490,2016-12-04
Deron Williams,DAL , PG,294,1188,1488,2016-12-04
Sean Kilpatrick,BKN ," PG,SG",688,769,1475,2016-12-04
Jameer Nelson,DEN , PG,1228,235,1466,2016-12-04
Bismack Biyombo,ORL ," PF,C",773,675,1457,2016-12-04
Reggie Jackson,DET ," PG,SG",62,1370,1445,2016-12-04
Dario Saric,PHI ," SF,PF",318,1110,1433,2016-12-04
Kyle O'Quinn,NY ," PF,C",538,891,1430,2016-12-04
Tyler Johnson,MIA ," PG,SG",790,625,1421,2016-12-04
Ersan Ilyasova,PHI ," SF,PF",930,406,1348,2016-12-04
Ty Lawson,SAC , PG,868,445,1317,2016-12-04
Joakim Noah,NY ," PF,C",861,412,1280,2016-12-04
J.R. Smith,CLE ," SG,SF",974,275,1259,2016-12-04
Troy Daniels,MEM ," PG,SG",260,15191,15451,2016-12-05
Wayne Ellington,MIA ," SG,SF",767,5973,6744,2016-12-05
C.J. Miles,IND ," SG,SF",665,5687,6352,2016-12-05
Tyler Johnson,MIA ," SF,PF",5416,423,5846,2016-12-05
JaMychal Green,MEM , PF,283,5463,5754,2016-12-05
Tim Frazier,NO ," PG,SG",5439,155,5614,2016-12-05
Will Barton,DEN ," SG,SF",253,5158,5419,2016-12-05
Sergio Rodriguez,PHI , PG,234,5047,5284,2016-12-05
Ish Smith,DET , PG,4592,545,5146,2016-12-05
Dario Saric,PHI ," SF,PF",269,4853,5128,2016-12-05
John Henson,MIL ," PF,C",488,4216,4711,2016-12-05
Andre Roberson,OKC ," SG,SF",1861,2643,4507,2016-12-05
Glenn Robinson III,IND ," SG,SF",4323,29,4354,2016-12-05
Patty Mills,SA , PG,809,3111,3925,2016-12-05
Andrew Harrison,MEM ," PG,SG",3472,367,3851,2016-12-05
Matt Barnes,SAC ," SG,SF",3334,89,3424,2016-12-05
Frank Kaminsky,CHA ," PF,C",1356,1921,3285,2016-12-05
Dwight Powell,DAL ," PF,C",175,3096,3272,2016-12-05
Jamal Murray,DEN , SG,2764,425,3197,2016-12-05
Lucas Nogueira,TOR ," PF,C",612,2478,3090,2016-12-05
P.J. Tucker,PHO ," SG,SF",271,2519,2790,2016-12-05
J.R. Smith,CLE ," SG,SF",2431,343,2785,2016-12-05
Deron Williams,DAL , PG,238,2473,2725,2016-12-05
Robert Covington,PHI ," SF,PF",2596,119,2722,2016-12-05
Tony Allen,MEM ," SG,SF",138,2483,2622,2016-12-05
Patrick Patterson,TOR ," PF,C",678,1935,2614,2016-12-05
Jon Leuer,DET ," PF,C",838,1491,2335,2016-12-05
Ersan Ilyasova,PHI ," SF,PF",657,1632,2301,2016-12-05
Sam Dekker,HOU ," SF,PF",951,1337,2289,2016-12-05
Elfrid Payton,ORL , PG,2017,255,2287,2016-12-05
Tyler Johnson,MIA ," PG,SG",593,1625,2230,2016-12-05
Emmanuel Mudiay,DEN , PG,1879,266,2157,2016-12-05
Jeff Green,ORL ," SG,SF",216,1936,2152,2016-12-05
Tyson Chandler,PHO , C,1512,579,2102,2016-12-05
Andrew Bogut,DAL , C,1529,520,2058,2016-12-05
Nick Young,LAL ," SG,SF",1825,220,2049,2016-12-05
Jameer Nelson,DEN , PG,1485,448,1936,2016-12-05
Terrence Jones,NO ," SF,PF",1657,254,1922,2016-12-05
Kent Bazemore,ATL ," SG,SF",1761,143,1918,2016-12-05
Cody Zeller,CHA ," PF,C",894,957,1857,2016-12-05
Brandon Ingram,LAL ," SG,SF",1140,620,1769,2016-12-05
Evan Turner,POR ," SG,SF",560,1194,1760,2016-12-05
Larry Nance Jr.,LAL , PF,1575,160,1742,2016-12-05
Nikola Mirotic,CHI ," SF,PF",1266,463,1740,2016-12-05
Jeremy Lamb,CHA ," SG,SF",1608,128,1736,2016-12-05
Alex Len,PHO ," PF,C",1302,402,1720,2016-12-05
Maurice Harkless,POR , SF,275,1404,1695,2016-12-05
Seth Curry,DAL ," PG,SG",1587,95,1686,2016-12-05
Nik Stauskas,PHI ," SG,SF",1385,295,1685,2016-12-05
Jamal Crawford,LAC ," SG,SF",1198,426,1639,2016-12-05
Dwight Powell,DAL ," PF,C",207,11803,12010,2016-12-06
Troy Daniels,MEM ," PG,SG",1565,4679,6245,2016-12-06
Tyler Johnson,MIA ," SF,PF",4188,45,4235,2016-12-06
Wayne Ellington,MIA ," SG,SF",538,3695,4234,2016-12-06
Andrew Harrison,MEM ," PG,SG",3984,201,4193,2016-12-06
Sergio Rodriguez,PHI , PG,1011,3063,4078,2016-12-06
Andrew Bogut,DAL , C,3879,49,3929,2016-12-06
Ersan Ilyasova,PHI ," SF,PF",289,3570,3867,2016-12-06
Dario Saric,PHI ," SF,PF",513,3082,3604,2016-12-06
Will Barton,DEN ," SG,SF",115,3139,3269,2016-12-06
J.R. Smith,CLE ," SG,SF",3105,104,3215,2016-12-06
Tony Allen,MEM ," SG,SF",419,2699,3118,2016-12-06
Thabo Sefolosha,ATL ," SG,SF",181,2520,2705,2016-12-06
Frank Kaminsky,CHA ," PF,C",1741,554,2302,2016-12-06
Deron Williams,DAL , PG,151,2102,2260,2016-12-06
P.J. Tucker,PHO ," SG,SF",1160,1082,2243,2016-12-06
John Henson,MIL ," PF,C",524,1697,2233,2016-12-06
C.J. Miles,IND ," SG,SF",850,1304,2155,2016-12-06
Patty Mills,SA , PG,1222,874,2100,2016-12-06
JaMychal Green,MEM , PF,646,1430,2081,2016-12-06
Andre Roberson,OKC ," SG,SF",1775,280,2058,2016-12-06
Jamal Murray,DEN , SG,449,1553,2009,2016-12-06
Patrick Patterson,TOR ," PF,C",540,1404,1948,2016-12-06
Ish Smith,DET , PG,1450,459,1916,2016-12-06
Elfrid Payton,ORL , PG,799,1089,1903,2016-12-06
Allen Crabbe,POR ," PG,SG",130,1749,1881,2016-12-06
Emmanuel Mudiay,DEN , PG,1708,117,1839,2016-12-06
Jeff Green,ORL ," SG,SF",175,1599,1775,2016-12-06
Tyson Chandler,PHO , C,1256,499,1765,2016-12-06
Tim Frazier,NO ," PG,SG",1445,142,1601,2016-12-06
Jameer Nelson,DEN , PG,642,940,1583,2016-12-06
Cody Zeller,CHA ," PF,C",813,763,1583,2016-12-06
Robert Covington,PHI ," SF,PF",1498,68,1569,2016-12-06
Kent Bazemore,ATL ," SG,SF",1441,108,1567,2016-12-06
Danny Green,SA ," SG,SF",1398,157,1563,2016-12-06
Jon Leuer,DET ," PF,C",769,712,1493,2016-12-06
Tyler Johnson,MIA ," PG,SG",393,1065,1469,2016-12-06
Zach Randolph,MEM ," PF,C",383,1060,1450,2016-12-06
Bismack Biyombo,ORL ," PF,C",419,1018,1442,2016-12-06
Seth Curry,DAL ," PG,SG",1333,76,1414,2016-12-06
Sam Dekker,HOU ," SF,PF",1310,103,1414,2016-12-06
Brandon Ingram,LAL ," SG,SF",1152,249,1408,2016-12-06
Josh Richardson,MIA ," SG,SF",1259,134,1400,2016-12-06
Terrence Jones,NO ," SF,PF",1214,151,1376,2016-12-06
Sean Kilpatrick,BKN ," PG,SG",230,1090,1335,2016-12-06
Brandon Jennings,NY , PG,362,970,1333,2016-12-06
Alex Len,PHO ," PF,C",928,384,1322,2016-12-06
Evan Turner,POR ," SG,SF",527,786,1314,2016-12-06
Trey Lyles,UTA , PF,1067,239,1308,2016-12-06
Marvin Williams,CHA ," SF,PF",569,735,1307,2016-12-06
Ersan Ilyasova,PHI ," SF,PF",147,6665,6826,2016-12-07
Dwight Powell,DAL ," PF,C",614,4453,5068,2016-12-07
Andrew Harrison,MEM ," PG,SG",3158,118,3282,2016-12-07
Marvin Williams,CHA ," SF,PF",409,2776,3187,2016-12-07
Troy Daniels,MEM ," PG,SG",2325,705,3034,2016-12-07
Wayne Ellington,MIA ," SG,SF",736,2233,2973,2016-12-07
Jeff Green,ORL ," SG,SF",735,2122,2857,2016-12-07
Patrick Patterson,TOR ," PF,C",311,2541,2857,2016-12-07
Ish Smith,DET , PG,2134,681,2827,2016-12-07
Andrew Bogut,DAL , C,2715,35,2753,2016-12-07
Frank Kaminsky,CHA ," PF,C",2306,235,2544,2016-12-07
Kent Bazemore,ATL ," SG,SF",2237,120,2377,2016-12-07
JaMychal Green,MEM , PF,295,2073,2377,2016-12-07
Tony Allen,MEM ," SG,SF",546,1758,2305,2016-12-07
Will Barton,DEN ," SG,SF",88,2196,2299,2016-12-07
J.R. Smith,CLE ," SG,SF",2195,79,2285,2016-12-07
Dario Saric,PHI ," SF,PF",326,1916,2246,2016-12-07
Tyler Johnson,MIA ," SF,PF",2193,24,2220,2016-12-07
P.J. Tucker,PHO ," SG,SF",2156,37,2197,2016-12-07
C.J. Miles,IND ," SG,SF",1387,724,2114,2016-12-07
Patty Mills,SA , PG,360,1742,2107,2016-12-07
Sergio Rodriguez,PHI , PG,1481,470,1957,2016-12-07
John Henson,MIL ," PF,C",1052,831,1894,2016-12-07
Elfrid Payton,ORL , PG,233,1621,1874,2016-12-07
Jon Leuer,DET ," PF,C",1593,276,1874,2016-12-07
Lucas Nogueira,TOR ," PF,C",294,1571,1867,2016-12-07
Brandon Jennings,NY , PG,391,1458,1853,2016-12-07
Terrence Ross,TOR ," SG,SF",136,1638,1778,2016-12-07
Allen Crabbe,POR ," PG,SG",168,1606,1774,2016-12-07
Jamal Murray,DEN , SG,489,1277,1769,2016-12-07
Jameer Nelson,DEN , PG,308,1372,1680,2016-12-07
Emmanuel Mudiay,DEN , PG,1432,215,1674,2016-12-07
Zach Randolph,MEM ," PF,C",162,1501,1673,2016-12-07
Bismack Biyombo,ORL ," PF,C",611,1009,1627,2016-12-07
Tyler Johnson,MIA ," PG,SG",331,1281,1625,2016-12-07
Tim Frazier,NO ," PG,SG",760,809,1588,2016-12-07
Tyson Chandler,PHO , C,1156,370,1532,2016-12-07
Deron Williams,DAL , PG,181,1260,1450,2016-12-07
Alex Len,PHO ," PF,C",1182,222,1421,2016-12-07
Thabo Sefolosha,ATL ," SG,SF",354,1045,1403,2016-12-07
Kyle O'Quinn,NY ," PF,C",344,992,1336,2016-12-07
Rondae Hollis-Jefferson,BKN ," SG,SF",1133,199,1335,2016-12-07
Cody Zeller,CHA ," PF,C",751,544,1296,2016-12-07
Nick Young,LAL ," SG,SF",563,704,1271,2016-12-07
Nikola Mirotic,CHI ," SF,PF",709,526,1238,2016-12-07
Danny Green,SA ," SG,SF",1076,144,1235,2016-12-07
Monta Ellis,IND ," PG,SG",945,259,1220,2016-12-07
Evan Turner,POR ," SG,SF",498,706,1209,2016-12-07
Patrick Beverley,HOU ," PG,SG",296,861,1167,2016-12-07
Terrence Jones,NO ," SF,PF",689,451,1150,2016-12-07
Wayne Ellington,MIA ," SG,SF",384,6063,6453,2016-12-08
Troy Daniels,MEM ," PG,SG",5269,349,5627,2016-12-08
Kyle O'Quinn,NY ," PF,C",230,4151,4382,2016-12-08
Ersan Ilyasova,PHI ," SF,PF",306,3365,3688,2016-12-08
Emmanuel Mudiay,DEN , PG,3100,165,3292,2016-12-08
Patrick Beverley,HOU ," PG,SG",160,3074,3247,2016-12-08
Andrew Harrison,MEM ," PG,SG",3151,74,3235,2016-12-08
Jameer Nelson,DEN , PG,426,2724,3153,2016-12-08
Tyler Johnson,MIA ," PG,SG",133,2932,3072,2016-12-08
Marvin Williams,CHA ," SF,PF",287,2587,2878,2016-12-08
Ish Smith,DET , PG,2402,330,2739,2016-12-08
Kenneth Faried,DEN ," PF,C",2440,129,2596,2016-12-08
Dwight Powell,DAL ," PF,C",548,1935,2486,2016-12-08
C.J. Miles,IND ," SG,SF",1878,280,2170,2016-12-08
Frank Kaminsky,CHA ," PF,C",1933,162,2102,2016-12-08
Patrick Patterson,TOR ," PF,C",682,1387,2075,2016-12-08
Lucas Nogueira,TOR ," PF,C",261,1794,2056,2016-12-08
Kent Bazemore,ATL ," SG,SF",1797,114,1931,2016-12-08
Tim Frazier,NO ," PG,SG",891,940,1849,2016-12-08
Nick Young,LAL ," SG,SF",314,1483,1804,2016-12-08
Tyson Chandler,PHO , C,354,1409,1775,2016-12-08
Brandon Jennings,NY , PG,346,1413,1763,2016-12-08
Tony Allen,MEM ," SG,SF",581,1147,1728,2016-12-08
Deron Williams,DAL , PG,117,1587,1720,2016-12-08
Jon Leuer,DET ," PF,C",1409,239,1660,2016-12-08
JaMychal Green,MEM , PF,376,1260,1648,2016-12-08
Maurice Harkless,POR , SF,1294,325,1634,2016-12-08
Patty Mills,SA , PG,561,1054,1624,2016-12-08
Jamal Murray,DEN , SG,937,684,1624,2016-12-08
Terrence Jones,NO ," SF,PF",1271,322,1602,2016-12-08
Dario Saric,PHI ," SF,PF",623,927,1558,2016-12-08
John Henson,MIL ," PF,C",812,729,1556,2016-12-08
Allen Crabbe,POR ," PG,SG",707,811,1519,2016-12-08
Alex Len,PHO ," PF,C",1318,180,1512,2016-12-08
Andrew Bogut,DAL , C,1456,22,1489,2016-12-08
Courtney Lee,NY ," SG,SF",185,1280,1468,2016-12-08
Thabo Sefolosha,ATL ," SG,SF",257,1106,1365,2016-12-08
Rondae Hollis-Jefferson,BKN ," SG,SF",1292,67,1362,2016-12-08
Will Barton,DEN ," SG,SF",305,1034,1361,2016-12-08
Robert Covington,PHI ," SF,PF",501,840,1350,2016-12-08
Elfrid Payton,ORL , PG,366,959,1340,2016-12-08
Monta Ellis,IND ," PG,SG",1059,247,1328,2016-12-08
Marco Belinelli,CHA ," SG,SF",182,1130,1315,2016-12-08
Sergio Rodriguez,PHI , PG,840,460,1307,2016-12-08
J.R. Smith,CLE ," SG,SF",1133,113,1257,2016-12-08
Evan Turner,POR ," SG,SF",837,412,1254,2016-12-08
Zach Randolph,MEM ," PF,C",272,960,1247,2016-12-08
Cody Zeller,CHA ," PF,C",680,553,1246,2016-12-08
Marcus Smart,BOS , PG,344,880,1236,2016-12-08
Sam Dekker,HOU ," SF,PF",159,995,1155,2016-12-08
Troy Daniels,MEM ," PG,SG",4758,149,4916,2016-12-09
Tony Allen,MEM ," SG,SF",303,4088,4393,2016-12-09
Wayne Ellington,MIA ," SG,SF",676,3471,4153,2016-12-09
