Player,Age,Pos,Date,Tm,,Opp,,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,DKPts,FDPts,Line,O/U
Trevor Ariza,30-153,SF,11/30/2015,HOU,@,DET,L,1,36,1,9,0.111,1,5,0.2,0,4,0,0,0,,0,4,4,2,0,1,2,3,2,-3.8,11,9.8,4.5,198
Terrence Jones,23-325,PF,11/30/2015,HOU,@,DET,L,0,15,1,5,0.2,1,3,0.333,0,2,0,1,2,0.5,1,2,3,0,0,0,0,0,3,0.8,6.75,6.6,4.5,198
Montrezl Harrell,21-308,PF,11/30/2015,HOU,@,DET,L,0,8,2,2,1,2,2,1,0,0,,0,0,,0,2,2,0,0,0,0,3,4,2.8,6.5,6.4,4.5,198
Anthony Tolliver,30-182,PF,11/30/2015,DET,,HOU,W,0,12,1,2,0.5,1,1,1,0,1,0,0,0,,1,2,3,0,0,0,0,1,2,1.9,5.75,5.6,-4.5,198
Steve Blake,35-277,PG,11/30/2015,DET,,HOU,W,0,12,0,1,0,0,0,,0,1,0,0,0,,0,0,0,0,0,1,1,0,0,-1,1.5,1,-4.5,198
K.J. McDaniels,22-294,SF,11/30/2015,HOU,@,DET,L,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,0,0,4.5,198
James Harden,26-095,SG,11/29/2015,HOU,@,NYK,W,1,45,10,28,0.357,10,21,0.476,0,7,0,6,10,0.6,3,4,7,9,2,0,2,2,26,17.6,51.25,49.9,-4,198
Arron Afflalo,30-045,SG,11/29/2015,NYK,,HOU,L,1,41,13,19,0.684,11,15,0.733,2,4,0.5,3,4,0.75,1,6,7,4,1,0,1,1,31,27.4,48.25,46.4,4,198
Kristaps Porzingis,20-119,PF,11/29/2015,NYK,,HOU,L,1,41,8,13,0.615,8,12,0.667,0,1,0,4,4,1,3,10,13,1,1,2,2,5,20,18.3,44.25,41.1,4,198
Clint Capela,21-195,PF,11/29/2015,HOU,@,NYK,W,1,36,7,11,0.636,7,11,0.636,0,0,,4,8,0.5,5,6,11,0,3,1,1,2,18,18.7,40.75,38.2,-4,198
Kevin Seraphin,25-357,PF,11/29/2015,NYK,,HOU,L,0,32,7,10,0.7,7,10,0.7,0,0,,0,0,,0,7,7,4,1,4,5,3,14,12.3,36.25,33.4,4,198
Trevor Ariza,30-152,SF,11/29/2015,HOU,@,NYK,W,1,41,7,11,0.636,5,7,0.714,2,4,0.5,0,0,,3,4,7,1,2,0,0,2,16,16.3,31.25,29.9,-4,198
Dwight Howard,29-356,C,11/29/2015,HOU,@,NYK,W,1,30,6,14,0.429,6,14,0.429,0,0,,2,5,0.4,2,4,6,2,0,0,0,1,14,9,24.50,24.2,-4,198
Patrick Beverley,27-140,PG,11/29/2015,HOU,@,NYK,W,1,34,2,5,0.4,2,3,0.667,0,2,0,3,3,1,0,3,3,2,5,0,1,5,7,8.6,23.25,22.6,-4,198
Marcus Thornton,28-177,SG,11/29/2015,HOU,@,NYK,W,0,21,6,11,0.545,4,6,0.667,2,5,0.4,4,4,1,0,0,0,1,1,0,1,0,18,13.4,22.00,20.5,-4,198
Jose Calderon,34-062,PG,11/29/2015,NYK,,HOU,L,1,38,2,7,0.286,1,3,0.333,1,4,0.25,2,2,1,0,5,5,4,1,0,5,4,7,1.6,19.25,16,4,198
Derrick Williams,24-188,SF,11/29/2015,NYK,,HOU,L,0,15,4,5,0.8,3,4,0.75,1,1,1,3,3,1,0,4,4,1,0,0,1,2,12,10.2,18.5,17.3,4,198
Lance Thomas,27-219,SF,11/29/2015,NYK,,HOU,L,1,36,6,10,0.6,5,8,0.625,1,2,0.5,2,2,1,1,2,3,0,0,0,2,2,15,8.9,18.25,16.6,4,198
Terrence Jones,23-324,PF,11/29/2015,HOU,@,NYK,W,0,25,2,8,0.25,1,5,0.2,1,3,0.333,3,4,0.75,3,1,4,1,0,1,0,2,8,5.8,17.00,16.3,-4,198
Jason Terry,38-075,PG,11/29/2015,HOU,@,NYK,W,0,20,2,4,0.5,0,0,,2,4,0.5,1,2,0.5,0,0,0,0,3,0,1,3,7,5.4,13.50,12,-4,198
Jerian Grant,23-051,PG,11/29/2015,NYK,,HOU,L,0,12,3,3,1,2,2,1,1,1,1,0,0,,0,1,1,2,0,0,1,0,7,6.8,11.25,10.2,4,198
Langston Galloway,23-355,SG,11/29/2015,NYK,,HOU,L,0,26,2,9,0.222,2,5,0.4,0,4,0,0,0,,0,0,0,4,1,0,3,3,4,-1.9,10.5,9,4,198
Robin Lopez,27-242,C,11/29/2015,NYK,,HOU,L,1,15,0,1,0,0,1,0,0,0,,0,0,,0,3,3,2,0,1,1,3,0,0.1,8.25,7.6,4,198
K.J. McDaniels,22-293,SF,11/29/2015,HOU,@,NYK,W,0,5,0,2,0,0,2,0,0,0,,0,0,,1,0,1,0,0,0,0,2,0,-1.5,1.25,1.2,-4,198
Corey Brewer,29-269,SF,11/29/2015,HOU,@,NYK,W,0,7,1,1,1,1,1,1,0,0,,0,0,,0,0,0,0,0,0,2,0,2,-0.3,1.00,0,-4,198
Kyle O'Quinn,25-248,PF,11/29/2015,NYK,,HOU,L,0,4,0,0,,0,0,,0,0,,1,2,0.5,0,0,0,0,0,0,0,1,1,0.2,1,1,4,198
Cleanthony Early,24-226,SF,11/29/2015,NYK,,HOU,L,0,6,0,1,0,0,0,,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,-0.7,0,0,4,198
Kawhi Leonard,24-149,SF,11/25/2015,SAS,,DAL,W,1,40,9,16,0.563,5,9,0.556,4,7,0.571,4,4,1,4,4,8,5,2,0,2,0,26,25.9,48.50,45.1,-10,198
Tony Parker,33-192,PG,11/25/2015,SAS,,DAL,W,1,35,7,11,0.636,7,11,0.636,0,0,,2,2,1,0,8,8,8,0,0,1,0,16,18.1,37.50,36.6,-10,198
Dirk Nowitzki,37-159,PF,11/25/2015,DAL,@,SAS,L,1,35,5,8,0.625,5,7,0.714,0,1,0,3,3,1,2,12,14,2,1,0,1,2,13,15,36.50,33.8,10,198
Deron Williams,31-152,PG,11/25/2015,DAL,@,SAS,L,1,36,4,16,0.25,4,14,0.286,0,2,0,0,0,,0,5,5,9,3,1,1,0,8,8.9,35.25,34.5,10,198
LaMarcus Aldridge,30-129,PF,11/25/2015,SAS,,DAL,W,1,35,8,17,0.471,8,17,0.471,0,0,,2,3,0.667,5,2,7,1,0,1,1,1,18,13,29.75,28.9,-10,198
Wesley Matthews,29-042,SG,11/25/2015,DAL,@,SAS,L,1,36,6,16,0.375,3,6,0.5,3,10,0.3,0,0,,1,3,4,1,1,0,3,3,15,5.3,23.50,20.3,10,198
Tim Duncan,39-214,PF,11/25/2015,SAS,,DAL,W,1,28,1,4,0.25,1,4,0.25,0,0,,0,0,,1,8,9,4,0,2,2,2,2,4.1,22.25,20.8,-10,198
Manu Ginobili,38-120,SG,11/25/2015,SAS,,DAL,W,0,29,2,12,0.167,2,6,0.333,0,6,0,5,8,0.625,0,5,5,3,1,0,4,2,9,0,19.75,17.5,-10,198
Danny Green,28-156,SG,11/25/2015,SAS,,DAL,W,1,26,2,9,0.222,0,2,0,2,7,0.286,0,0,,0,6,6,1,1,1,1,1,6,3.3,19.50,17.7,-10,198
Raymond Felton,31-152,PG,11/25/2015,DAL,@,SAS,L,1,37,2,7,0.286,1,5,0.2,1,2,0.5,0,0,,0,4,4,5,1,0,1,1,5,5.2,19.50,18.3,10,198
JaVale McGee,27-310,C,11/25/2015,DAL,@,SAS,L,0,16,4,8,0.5,4,8,0.5,0,0,,1,2,0.5,3,3,6,0,0,0,1,1,9,6.2,16.00,15.2,10,198
Devin Harris,32-271,PG,11/25/2015,DAL,@,SAS,L,0,16,4,5,0.8,3,3,1,1,2,0.5,2,3,0.667,1,2,3,0,0,0,2,6,11,5.6,14.25,12.6,10,198
J.J. Barea,31-152,PG,11/25/2015,DAL,@,SAS,L,0,13,3,7,0.429,2,6,0.333,1,1,1,0,0,,0,0,0,3,1,0,0,1,7,6,14.00,13.5,10,198
Charlie Villanueva,31-093,PF,11/25/2015,DAL,@,SAS,L,0,12,3,7,0.429,3,4,0.75,0,3,0,0,0,,1,4,5,0,0,0,1,2,6,2.4,11.75,11,10,198
David West,35-088,PF,11/25/2015,SAS,,DAL,W,0,12,3,3,1,2,2,1,1,1,1,1,2,0.5,0,2,2,0,0,0,1,2,8,5.5,10.50,9.4,-10,198
Patrick Mills,27-106,PG,11/25/2015,SAS,,DAL,W,0,17,1,7,0.143,0,2,0,1,5,0.2,0,0,,0,2,2,0,2,0,0,2,3,0.3,10.00,9.4,-10,198
Dwight Powell,24-128,PF,11/25/2015,DAL,@,SAS,L,0,12,2,3,0.667,2,3,0.667,0,0,,0,0,,1,2,3,0,0,0,2,1,4,1.6,6.75,5.6,10,198
Boris Diaw,33-223,PF,11/25/2015,SAS,,DAL,W,0,10,0,1,0,0,0,,0,1,0,0,0,,2,1,3,1,0,0,0,1,0,1.3,5.25,5.1,-10,198
Justin Anderson,22-006,SF,11/25/2015,DAL,@,SAS,L,0,6,0,2,0,0,1,0,0,1,0,1,2,0.5,0,2,2,1,0,0,0,0,1,0.5,5.00,4.9,10,198
Zaza Pachulia,31-288,C,11/25/2015,DAL,@,SAS,L,1,21,1,4,0.25,1,4,0.25,0,0,,2,2,1,0,0,0,0,0,0,1,4,4,-1,3.50,3,10,198
Rasual Butler,36-186,SG,11/25/2015,SAS,,DAL,W,0,7,0,1,0,0,0,,0,1,0,0,0,,0,2,2,0,0,0,0,0,0,-0.1,2.50,2.4,-10,198
Kyle Anderson,22-066,SF,11/25/2015,SAS,,DAL,W,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,1,0,-1.4,-0.50,-1,-10,198
Al Jefferson,30-320,C,11/20/2015,CHO,,PHI,W,1,31,11,19,0.579,11,19,0.579,0,0,,4,5,0.8,1,9,10,2,1,5,1,5,26,23,54.5,52,-11,198
Kemba Walker,25-196,PG,11/20/2015,CHO,,PHI,W,1,35,7,12,0.583,5,7,0.714,2,5,0.4,4,4,1,0,2,2,7,3,0,2,1,20,20.5,39,36.9,-11,198
Marvin Williams,29-154,PF,11/20/2015,CHO,,PHI,W,1,29,3,7,0.429,1,4,0.25,2,3,0.667,3,3,1,3,6,9,0,1,2,1,2,11,11.8,28.75,26.8,-11,198
Nerlens Noel,21-224,C,11/20/2015,PHI,@,CHO,L,0,27,7,9,0.778,7,9,0.778,0,0,,2,4,0.5,1,8,9,0,0,0,2,3,16,11.6,26.25,24.8,11,198
Nik Stauskas,22-044,SG,11/20/2015,PHI,@,CHO,L,1,32,5,12,0.417,2,4,0.5,3,8,0.375,2,2,1,1,1,2,3,0,1,0,0,15,12.4,25.50,23.9,11,198
T.J. McConnell,23-240,PG,11/20/2015,PHI,@,CHO,L,1,27,2,8,0.25,1,5,0.2,1,3,0.333,0,0,,1,6,7,6,1,0,1,2,5,6.1,24.75,23.4,11,198
Jerami Grant,21-253,SF,11/20/2015,PHI,@,CHO,L,1,24,6,9,0.667,6,9,0.667,0,0,,0,2,0,3,2,5,1,1,1,1,4,12,9.8,23.25,22.5,11,198
Nicolas Batum,26-341,SF,11/20/2015,CHO,,PHI,W,1,32,4,9,0.444,1,5,0.2,3,4,0.75,3,3,1,1,3,4,3,0,0,4,2,14,8.2,23,19.3,-11,198
Jeremy Lamb,23-174,SG,11/20/2015,CHO,,PHI,W,0,30,4,10,0.4,2,6,0.333,2,4,0.5,3,3,1,0,3,3,2,1,0,1,3,13,8.7,22.25,20.6,-11,198
Frank Kaminsky,22-230,C,11/20/2015,CHO,,PHI,W,0,19,4,4,1,3,3,1,1,1,1,0,0,,0,3,3,3,0,2,0,3,9,11,21.75,21.1,-11,198
Jahlil Okafor,19-340,C,11/20/2015,PHI,@,CHO,L,1,30,4,12,0.333,4,12,0.333,0,0,,2,3,0.667,2,5,7,2,0,0,3,0,10,4.1,20.25,18.4,11,198
Hollis Thompson,24-231,SG,11/20/2015,PHI,@,CHO,L,0,29,3,9,0.333,0,3,0,3,6,0.5,0,0,,1,3,4,0,1,2,3,1,9,4.5,20.00,16.8,11,198
Robert Covington,24-341,SF,11/20/2015,PHI,@,CHO,L,1,23,1,7,0.143,1,3,0.333,0,4,0,7,7,1,0,3,3,3,1,1,4,5,9,3.2,19.25,17.1,11,198
Jeremy Lin,27-089,PG,11/20/2015,CHO,,PHI,W,1,29,3,8,0.375,2,5,0.4,1,3,0.333,2,2,1,0,3,3,2,0,1,0,1,9,7.2,18.25,17.6,-11,198
Isaiah Canaan,24-183,PG,11/20/2015,PHI,@,CHO,L,0,21,3,7,0.429,2,4,0.5,1,3,0.333,1,2,0.5,0,2,2,2,1,0,1,2,8,5.1,15.50,14.4,11,198
Spencer Hawes,27-206,C,11/20/2015,CHO,,PHI,W,0,15,1,6,0.167,1,2,0.5,0,4,0,2,2,1,0,5,5,2,0,0,2,3,4,-0.1,12.25,11,-11,198
Tyler Hansbrough,30-017,PF,11/20/2015,CHO,,PHI,W,0,2,2,3,0.667,1,2,0.5,1,1,1,0,0,,0,1,1,1,1,0,0,0,5,5.7,10.25,9.7,-11,198
JaKarr Sampson,22-245,SF,11/20/2015,PHI,@,CHO,L,0,14,1,4,0.25,1,2,0.5,0,2,0,2,2,1,0,3,3,2,0,0,2,1,4,1.5,9.75,8.6,11,198
Brian Roberts,29-352,PG,11/20/2015,CHO,,PHI,W,0,13,1,3,0.333,1,3,0.333,0,0,,0,0,,0,0,0,3,0,0,0,1,2,2,6.5,6.5,-11,198
Phil Pressey,24-276,PG,11/20/2015,PHI,@,CHO,L,0,10,0,1,0,0,1,0,0,0,,0,0,,0,0,0,2,0,0,0,0,0,0.7,3.00,3,11,198
Christian Wood,20-054,PF,11/20/2015,PHI,@,CHO,L,0,4,0,1,0,0,1,0,0,0,,0,0,,0,0,0,0,0,1,0,0,0,0,2.00,2,11,198
Aaron Harrison,21-023,PG,11/20/2015,CHO,,PHI,W,0,2,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,1.25,1.2,-11,198
Troy Daniels,24-128,PG,11/20/2015,CHO,,PHI,W,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,-11,198
Nikola Jokic,20-272,C,11/18/2015,DEN,@,SAS,L,0,32,8,13,0.615,7,12,0.583,1,1,1,6,6,1,6,6,12,0,2,3,0,2,23,26.4,50,47.4,13.5,198
Tim Duncan,39-207,PF,11/18/2015,SAS,,DEN,W,1,28,5,8,0.625,5,8,0.625,0,0,,2,2,1,5,6,11,6,1,6,2,3,12,19.9,49.25,46.2,-13.5,198
Kawhi Leonard,24-142,SF,11/18/2015,SAS,,DEN,W,1,37,8,16,0.5,5,12,0.417,3,4,0.75,1,1,1,1,7,8,3,2,1,0,2,20,18.8,42,40.1,-13.5,198
Tony Parker,33-185,PG,11/18/2015,SAS,,DEN,W,1,32,9,14,0.643,9,13,0.692,0,1,0,7,8,0.875,0,2,2,9,0,0,3,1,25,21.9,39.5,37.9,-13.5,198
Patrick Mills,27-099,PG,11/18/2015,SAS,,DEN,W,0,25,7,15,0.467,4,9,0.444,3,6,0.5,0,0,,0,6,6,3,1,1,1,0,17,13.9,34,31.7,-13.5,198
LaMarcus Aldridge,30-122,PF,11/18/2015,SAS,,DEN,W,1,32,4,14,0.286,4,14,0.286,0,0,,3,4,0.75,4,8,12,1,0,2,0,2,11,8.9,33,30.9,-13.5,198
Kenneth Faried,25-364,PF,11/18/2015,DEN,@,SAS,L,1,29,7,12,0.583,7,12,0.583,0,0,,1,1,1,0,7,7,3,1,0,0,2,15,13.8,30.25,29.9,13.5,198
Danilo Gallinari,27-102,SF,11/18/2015,DEN,@,SAS,L,1,31,2,9,0.222,1,7,0.143,1,2,0.5,4,4,1,3,5,8,3,0,1,0,2,9,9.1,26,25.1,13.5,198
Will Barton,24-316,SG,11/18/2015,DEN,@,SAS,L,0,22,4,10,0.4,4,9,0.444,0,1,0,1,2,0.5,1,3,4,5,1,1,0,1,9,9.6,25.5,25.3,13.5,198
Gary Harris,21-065,SG,11/18/2015,DEN,@,SAS,L,1,27,6,10,0.6,5,7,0.714,1,3,0.333,2,2,1,1,1,2,1,2,0,0,0,15,14.1,23.5,22.9,13.5,198
Danny Green,28-149,SG,11/18/2015,SAS,,DEN,W,1,28,2,6,0.333,0,1,0,2,5,0.4,2,2,1,0,3,3,4,0,1,1,1,8,7.6,20.25,18.6,-13.5,198
Emmanuel Mudiay,19-258,PG,11/18/2015,DEN,@,SAS,L,1,27,2,12,0.167,2,12,0.167,0,0,,1,1,1,1,2,3,7,0,0,2,2,5,0.8,18.25,17.1,13.5,198
J.J. Hickson,27-075,PF,11/18/2015,DEN,@,SAS,L,1,16,2,10,0.2,2,10,0.2,0,0,,2,2,1,3,4,7,1,1,0,0,2,6,4,18.25,17.9,13.5,198
Rasual Butler,36-179,SG,11/18/2015,SAS,,DEN,W,0,15,1,1,1,0,0,,1,1,1,0,0,,0,3,3,3,0,2,0,0,3,7.1,15.75,15.1,-13.5,198
Jameer Nelson,33-282,PG,11/18/2015,DEN,@,SAS,L,0,21,3,8,0.375,2,4,0.5,1,4,0.25,0,0,,0,2,2,4,0,0,1,3,7,3.8,15.5,14.4,13.5,198
Darrell Arthur,27-238,PF,11/18/2015,DEN,@,SAS,L,0,18,4,9,0.444,3,7,0.429,1,2,0.5,0,0,,2,3,5,0,0,0,1,1,9,5.2,15.25,14,13.5,198
David West,35-081,PF,11/18/2015,SAS,,DEN,W,0,16,4,5,0.8,4,5,0.8,0,0,,1,1,1,0,3,3,2,0,0,2,1,9,7,14.75,13.6,-13.5,198
Boris Diaw,33-216,PF,11/18/2015,SAS,,DEN,W,0,20,1,5,0.2,1,4,0.25,0,1,0,0,0,,0,2,2,1,1,0,1,3,2,-1,7.5,6.9,-13.5,198
Kyle Anderson,22-059,SF,11/18/2015,SAS,,DEN,W,0,8,1,2,0.5,1,2,0.5,0,0,,0,2,0,0,0,0,1,0,0,0,0,2,0.9,3.5,3.5,-13.5,198
Randy Foye,32-055,PG,11/18/2015,DEN,@,SAS,L,0,16,0,5,0,0,3,0,0,2,0,0,0,,0,0,0,1,0,0,2,2,0,-5.6,0.5,-0.5,13.5,198
Kostas Papanikolaou,25-110,SF,11/18/2015,DEN,@,SAS,L,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,13.5,198
John Wall,25-072,PG,11/17/2015,WAS,,MIL,W,1,31,7,10,0.7,5,5,1,2,5,0.4,3,6,0.5,0,6,6,9,0,0,5,1,19,16.3,38.5,34.7,-3.5,198
Otto Porter,22-167,SF,11/17/2015,WAS,,MIL,W,1,30,7,11,0.636,6,8,0.75,1,3,0.333,4,5,0.8,1,1,2,4,3,1,2,4,19,17.6,35,33.4,-3.5,198
Jerryd Bayless,27-089,PG,11/17/2015,MIL,@,WAS,L,1,37,5,11,0.455,2,5,0.4,3,6,0.5,0,0,,0,6,6,3,2,0,2,3,13,10,29.5,26.7,3.5,198
Jared Dudley,30-130,SF,11/17/2015,WAS,,MIL,W,0,23,4,6,0.667,1,2,0.5,3,4,0.75,2,2,1,1,6,7,2,0,1,0,0,13,15,28.25,26.4,-3.5,198
Giannis Antetokounmpo,20-346,SF,11/17/2015,MIL,@,WAS,L,1,35,3,13,0.231,3,13,0.231,0,0,,3,6,0.5,1,4,5,7,1,1,4,4,9,2.8,27.75,25.5,3.5,198
Marcin Gortat,31-273,C,11/17/2015,WAS,,MIL,W,1,27,4,9,0.444,4,9,0.444,0,0,,4,6,0.667,1,8,9,1,0,0,1,1,12,8.9,24.25,23.3,-3.5,198
Garrett Temple,29-193,SG,11/17/2015,WAS,,MIL,W,1,30,3,9,0.333,1,5,0.2,2,4,0.5,2,2,1,1,1,2,2,2,0,0,3,10,8.1,20.5,19.4,-3.5,198
John Henson,24-324,PF,11/17/2015,MIL,@,WAS,L,0,16,3,3,1,3,3,1,0,0,,4,6,0.667,2,4,6,1,0,1,1,4,10,9.7,20.5,19.7,3.5,198
Greivis Vasquez,28-305,PG,11/17/2015,MIL,@,WAS,L,0,20,5,7,0.714,3,4,0.75,2,3,0.667,0,0,,0,2,2,3,0,0,0,2,12,11,20,18.9,3.5,198
Khris Middleton,24-097,SG,11/17/2015,MIL,@,WAS,L,1,27,6,12,0.5,4,6,0.667,2,6,0.333,0,0,,0,2,2,0,1,0,1,4,14,7,19,17.4,3.5,198
Gary Neal,31-045,SG,11/17/2015,WAS,,MIL,W,0,24,4,6,0.667,2,4,0.5,2,2,1,0,0,,0,3,3,0,2,0,0,1,10,9.9,18.75,17.6,-3.5,198
Nene Hilario,33-065,PF,11/17/2015,WAS,,MIL,W,0,16,2,6,0.333,2,5,0.4,0,1,0,4,6,0.667,1,5,6,2,0,0,0,4,8,5.8,18.5,18.2,-3.5,198
Kris Humphries,30-284,PF,11/17/2015,WAS,,MIL,W,1,21,2,4,0.5,1,2,0.5,1,2,0.5,4,4,1,1,3,4,1,0,1,1,1,9,8.6,17.5,16.3,-3.5,198
Greg Monroe,25-166,PF,11/17/2015,MIL,@,WAS,L,1,26,1,6,0.167,1,6,0.167,0,0,,2,4,0.5,3,2,5,4,0,1,3,2,4,1.8,16.75,15,3.5,198
Michael Carter-Williams,24-038,PG,11/17/2015,MIL,@,WAS,L,1,22,5,10,0.5,3,6,0.5,2,4,0.5,0,2,0,0,1,1,0,0,0,4,2,12,1.7,12.25,9.2,3.5,198
Kelly Oubre,19-343,SF,11/17/2015,WAS,,MIL,W,0,8,2,3,0.667,1,2,0.5,1,1,1,2,4,0.5,0,3,3,0,0,0,1,1,7,4.4,10.75,9.6,-3.5,198
Ramon Sessions,29-220,PG,11/17/2015,WAS,,MIL,W,0,20,2,5,0.4,2,5,0.4,0,0,,3,4,0.75,0,0,0,1,1,0,1,3,7,3.4,10,9.5,-3.5,198
Tyler Ennis,21-085,PG,11/17/2015,MIL,@,WAS,L,0,7,0,1,0,0,1,0,0,0,,3,4,0.75,0,2,2,2,0,0,1,0,3,2.9,8,7.4,3.5,198
Johnny O'Bryant,22-169,PF,11/17/2015,MIL,@,WAS,L,0,25,0,1,0,0,1,0,0,0,,0,0,,0,5,5,1,0,0,2,2,0,-1.3,6.75,5.5,3.5,198
Chris Copeland,31-245,PF,11/17/2015,MIL,@,WAS,L,0,9,1,2,0.5,1,2,0.5,0,0,,0,0,,0,0,0,1,1,0,0,2,2,1.9,5.5,5.5,3.5,198
DeJuan Blair,26-209,C,11/17/2015,WAS,,MIL,W,0,5,0,1,0,0,1,0,0,0,,1,2,0.5,0,0,0,3,0,0,0,0,1,2,5.5,5.5,-3.5,198
Rashad Vaughn,19-093,SG,11/17/2015,MIL,@,WAS,L,0,11,1,4,0.25,0,2,0,1,2,0.5,2,2,1,0,0,0,0,0,0,1,2,5,0.8,5,4,3.5,198
Miles Plumlee,27-077,C,11/17/2015,MIL,@,WAS,L,0,6,1,2,0.5,1,2,0.5,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1,2,2,3.5,198
Drew Gooden,34-054,PF,11/17/2015,WAS,,MIL,W,0,5,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1,-0.5,-1,-3.5,198
Jahlil Okafor,19-329,C,11/9/2015,PHI,,CHI,L,1,31,9,25,0.36,9,25,0.36,0,0,,3,8,0.375,6,9,15,1,0,2,1,2,21,12.3,46.25,43.5,10.5,198
Pau Gasol,35-126,PF,11/9/2015,CHI,@,PHI,W,1,30,7,17,0.412,7,17,0.412,0,0,,2,2,1,1,8,9,1,0,6,1,3,16,12.7,40.25,39.3,-10.5,198
Nikola Mirotic,24-271,PF,11/9/2015,CHI,@,PHI,W,1,28,6,11,0.545,3,4,0.75,3,7,0.429,5,7,0.714,1,9,10,1,2,0,4,3,20,14.8,39.00,33.5,-10.5,198
Derrick Rose,27-036,PG,11/9/2015,CHI,@,PHI,W,1,28,6,14,0.429,6,11,0.545,0,3,0,0,1,0,2,3,5,7,0,1,2,0,12,10.1,29.75,28.5,-10.5,198
T.J. McConnell,23-229,PG,11/9/2015,PHI,,CHI,L,1,29,3,8,0.375,3,6,0.5,0,2,0,0,0,,0,5,5,8,0,2,2,0,6,8.1,27.25,26,10.5,198
Aaron Brooks,30-299,PG,11/9/2015,CHI,@,PHI,W,0,19,3,8,0.375,3,7,0.429,0,1,0,4,4,1,1,7,8,4,0,0,0,1,10,10.8,26.00,25.6,-10.5,198
Taj Gibson,30-138,PF,11/9/2015,CHI,@,PHI,W,0,23,2,5,0.4,2,5,0.4,0,0,,3,4,0.75,4,3,7,3,2,1,1,4,7,9.8,25.75,24.9,-10.5,198
Jerami Grant,21-242,SF,11/9/2015,PHI,,CHI,L,1,29,4,12,0.333,4,10,0.4,0,2,0,3,4,0.75,1,2,3,1,1,3,1,3,11,6.7,23.75,23.1,10.5,198
Jimmy Butler,26-056,SG,11/9/2015,CHI,@,PHI,W,1,26,2,6,0.333,1,3,0.333,1,3,0.333,2,2,1,1,5,6,5,1,0,3,1,7,6.9,23.00,20.7,-10.5,198
Doug McDermott,23-310,SF,11/9/2015,CHI,@,PHI,W,1,28,7,15,0.467,4,9,0.444,3,6,0.5,1,1,1,1,1,2,0,0,0,0,2,18,10.5,22.00,20.4,-10.5,198
Tony Snell,23-364,SG,11/9/2015,CHI,@,PHI,W,0,20,3,7,0.429,1,4,0.25,2,3,0.667,2,2,1,0,5,5,2,0,1,1,1,10,8.5,21.75,20,-10.5,198
Christian Wood,20-043,PF,11/9/2015,PHI,,CHI,L,0,22,4,10,0.4,4,9,0.444,0,1,0,1,2,0.5,3,5,8,0,1,0,1,1,9,6.4,20.50,19.6,10.5,198
Nik Stauskas,22-033,SG,11/9/2015,PHI,,CHI,L,1,33,2,13,0.154,1,6,0.167,1,7,0.143,0,0,,0,5,5,2,3,0,1,0,5,1.6,20.25,19,10.5,198
Richaun Holmes,22-025,PF,11/9/2015,PHI,,CHI,L,1,28,4,9,0.444,4,6,0.667,0,3,0,3,5,0.6,2,1,3,1,0,2,1,3,11,7.1,19.75,19.1,10.5,198
E'Twaun Moore,26-254,SG,11/9/2015,CHI,@,PHI,W,0,23,4,8,0.5,3,7,0.429,1,1,1,0,0,,1,3,4,3,0,0,1,1,9,7.3,18.50,17.3,-10.5,198
Phil Pressey,24-265,PG,11/9/2015,PHI,,CHI,L,0,13,4,6,0.667,2,4,0.5,2,2,1,1,2,0.5,0,0,0,5,0,0,3,1,11,8.1,18.00,15.5,10.5,198
JaKarr Sampson,22-234,SF,11/9/2015,PHI,,CHI,L,0,13,2,4,0.5,2,3,0.667,0,1,0,2,2,1,2,5,7,0,0,0,2,1,6,4.5,13.75,12.4,10.5,198
Isaiah Canaan,24-172,PG,11/9/2015,PHI,,CHI,L,0,21,1,5,0.2,0,2,0,1,3,0.333,0,0,,0,3,3,1,1,0,0,0,3,2.5,10.75,10.1,10.5,198
Hollis Thompson,24-220,SG,11/9/2015,PHI,,CHI,L,0,21,2,8,0.25,1,4,0.25,1,4,0.25,0,0,,1,2,3,0,0,0,1,2,5,-0.3,8.75,7.6,10.5,198
Bobby Portis,20-272,PF,11/9/2015,CHI,@,PHI,W,0,10,1,3,0.333,1,3,0.333,0,0,,0,0,,0,0,0,1,1,1,1,1,2,1.3,7.00,6.5,-10.5,198
Cameron Bairstow,24-337,PF,11/9/2015,CHI,@,PHI,W,0,4,0,2,0,0,1,0,0,1,0,0,0,,1,1,2,0,0,0,0,2,0,-1.2,2.50,2.4,-10.5,198
