Name,Team,Position,Dropped,Added,Total,Date,Net
Joakim Noah,NY ," PF,C",1969,233,2211,2016-11-03,-1736
Tim Hardaway Jr.,ATL ," SG,SF",196,2001,2200,2016-11-03,1805
Kris Dunn,MIN , PG,475,1709,2198,2016-11-03,1234
Patty Mills,SA , PG,923,1198,2126,2016-11-03,275
Cody Zeller,CHA ," PF,C",906,1189,2101,2016-11-03,283
Michael Kidd-Gilchrist,CHA , SF,881,1153,2051,2016-11-03,272
Larry Nance Jr.,LAL , PF,147,1901,2049,2016-11-03,1754
Robert Covington,PHI ," SF,PF",1887,148,2048,2016-11-03,-1739
Thabo Sefolosha,ATL ," SG,SF",963,1061,2026,2016-11-03,98
Jonathon Simmons,SA ," SG,SF",1807,148,1959,2016-11-03,-1659
Sergio Rodriguez,PHI , PG,506,1402,1924,2016-11-03,896
Justin Hamilton,BKN ," PF,C",1728,175,1906,2016-11-03,-1553
JaMychal Green,MEM , PF,277,1565,1851,2016-11-03,1288
Mirza Teletovic,MIL ," SF,PF",1669,167,1844,2016-11-03,-1502
Tony Parker,SA , PG,1652,166,1827,2016-11-03,-1486
Frank Kaminsky,CHA ," PF,C",200,1592,1792,2016-11-03,1392
Dion Waiters,MIA ," SG,SF",272,1503,1780,2016-11-03,1231
Clint Capela,HOU ," PF,C",1628,105,1752,2016-11-03,-1523
Kentavious Caldwell-Pope,DET , SG,175,1524,1713,2016-11-03,1349
Jae Crowder,BOS ," SF,PF",1621,61,1709,2016-11-03,-1560
Jamal Crawford,LAC ," SG,SF",1197,478,1686,2016-11-03,-719
Jaylen Brown,BOS , SF,378,13921,14299,2016-11-04,13543
Terrence Jones,NO ," SF,PF",558,7298,7860,2016-11-04,6740
Sean Kilpatrick,BKN ," PG,SG",689,5634,6327,2016-11-04,4945
C.J. Miles,IND ," SG,SF",388,5433,5822,2016-11-04,5045
Malcolm Brogdon,MIL ," PG,SG",141,5647,5788,2016-11-04,5506
Tyson Chandler,PHO , C,297,3977,4284,2016-11-04,3680
Will Barton,DEN ," SG,SF",3115,433,3561,2016-11-04,-2682
Tyler Johnson,MIA ," PG,SG",359,3102,3467,2016-11-04,2743
Matt Barnes,SAC ," SG,SF",3089,270,3362,2016-11-04,-2819
Andre Roberson,OKC ," SG,SF",2862,75,2942,2016-11-04,-2787
Lou Williams,LAL ," PG,SG",387,2413,2810,2016-11-04,2026
Rondae Hollis-Jefferson,BKN ," SG,SF",1282,1484,2773,2016-11-04,202
Patty Mills,SA , PG,452,2270,2729,2016-11-04,1818
Jerami Grant,OKC ," SF,PF",2575,98,2676,2016-11-04,-2477
J.J. Barea,DAL ," PG,SG",588,2013,2605,2016-11-04,1425
James Ennis III,MEM ," SG,SF",712,1866,2579,2016-11-04,1154
Amir Johnson,BOS ," PF,C",1912,535,2448,2016-11-04,-1377
Trevor Booker,BKN , PF,1355,1070,2436,2016-11-04,-285
DeMarre Carroll,TOR ," SF,PF",2211,146,2368,2016-11-04,-2065
Ty Lawson,SAC , PG,1309,1029,2349,2016-11-04,-280
Marcus Morris,DET ," SF,PF",90,2232,2335,2016-11-04,2142
Tony Parker,SA , PG,2187,85,2279,2016-11-04,-2102
Jeremy Lin,BKN ," PG,SG",2000,57,2082,2016-11-04,-1943
Wilson Chandler,DEN ," SG,SF,PF",310,1757,2075,2016-11-04,1447
Tristan Thompson,CLE ," PF,C",151,1830,2011,2016-11-04,1679
Brandon Ingram,LAL ," SG,SF",1755,217,1983,2016-11-04,-1538
Ricky Rubio,MIN , PG,1495,449,1966,2016-11-04,-1046
Matthew Dellavedova,MIL ," PG,SG",1282,659,1954,2016-11-04,-623
Marcus Smart,BOS , PG,475,1421,1900,2016-11-04,946
JaMychal Green,MEM , PF,1101,770,1875,2016-11-04,-331
Michael Kidd-Gilchrist,CHA , SF,962,888,1862,2016-11-04,-74
Joe Johnson,UTA ," SG,SF",816,1026,1859,2016-11-04,210
Alex Len,PHO ," PF,C",629,1219,1855,2016-11-04,590
Dion Waiters,MIA ," SG,SF",1180,670,1852,2016-11-04,-510
Jonathon Simmons,SA ," SG,SF",1679,129,1808,2016-11-04,-1550
Josh Richardson,MIA ," SG,SF",653,1150,1806,2016-11-04,497
Tim Hardaway Jr.,ATL ," SG,SF",244,1508,1753,2016-11-04,1264
Mirza Teletovic,MIL ," SF,PF",1690,60,1752,2016-11-04,-1630
Cody Zeller,CHA ," PF,C",778,962,1747,2016-11-04,184
Jon Leuer,DET ," PF,C",134,1559,1693,2016-11-04,1425
Enes Kanter,OKC , C,1521,118,1664,2016-11-04,-1403
Tony Snell,MIL ," SG,SF",350,1303,1653,2016-11-04,953
Sergio Rodriguez,PHI , PG,344,1263,1622,2016-11-04,919
Mike Muscala,ATL ," PF,C",943,664,1611,2016-11-04,-279
Andrew Bogut,DAL , C,1400,199,1609,2016-11-04,-1201
Roy Hibbert,CHA , C,1454,141,1598,2016-11-04,-1313
Thabo Sefolosha,ATL ," SG,SF",784,728,1514,2016-11-04,-56
Robert Covington,PHI ," SF,PF",1281,207,1499,2016-11-04,-1074
Zaza Pachulia,GS , C,515,937,1453,2016-11-04,422
Allen Crabbe,POR ," PG,SG",1050,375,1429,2016-11-04,-675
Lou Williams,LAL ," PG,SG",167,6657,6829,2016-11-05,6490
Tyson Chandler,PHO , C,167,6087,6258,2016-11-05,5920
Terrence Jones,NO ," SF,PF",304,5936,6242,2016-11-05,5632
J.J. Barea,DAL ," PG,SG",246,4624,4877,2016-11-05,4378
Larry Nance Jr.,LAL , PF,167,4313,4481,2016-11-05,4146
Will Barton,DEN ," SG,SF",3385,431,3823,2016-11-05,-2954
Tyler Johnson,MIA ," PG,SG",332,3182,3521,2016-11-05,2850
C.J. Miles,IND ," SG,SF",669,2657,3327,2016-11-05,1988
Jaylen Brown,BOS , SF,446,2813,3263,2016-11-05,2367
Rondae Hollis-Jefferson,BKN ," SG,SF",588,2597,3190,2016-11-05,2009
Sean Kilpatrick,BKN ," PG,SG",737,2306,3051,2016-11-05,1569
Patty Mills,SA , PG,1008,2026,3046,2016-11-05,1018
DeMarre Carroll,TOR ," SF,PF",2771,117,2905,2016-11-05,-2654
Trevor Booker,BKN , PF,478,2324,2811,2016-11-05,1846
James Ennis III,MEM ," SG,SF",1335,1378,2715,2016-11-05,43
Ty Lawson,SAC , PG,1719,872,2602,2016-11-05,-847
Dirk Nowitzki,DAL ," PF,C",2463,90,2576,2016-11-05,-2373
Joe Johnson,UTA ," SG,SF",913,1478,2401,2016-11-05,565
Wilson Chandler,DEN ," SG,SF,PF",204,2114,2322,2016-11-05,1910
Malcolm Brogdon,MIL ," PG,SG",555,1766,2321,2016-11-05,1211
Terrence Ross,TOR ," SG,SF",79,2094,2174,2016-11-05,2015
Mike Muscala,ATL ," PF,C",1417,736,2156,2016-11-05,-681
Jonathon Simmons,SA ," SG,SF",2065,38,2110,2016-11-05,-2027
Courtney Lee,NY ," SG,SF",214,1868,2090,2016-11-05,1654
Matt Barnes,SAC ," SG,SF",1807,258,2071,2016-11-05,-1549
Dion Waiters,MIA ," SG,SF",1943,58,2006,2016-11-05,-1885
Andrew Bogut,DAL , C,1634,268,1917,2016-11-05,-1366
Lance Stephenson,NO ," SG,SF",1587,323,1912,2016-11-05,-1264
Tyler Zeller,BOS ," PF,C",84,1817,1901,2016-11-05,1733
Michael Kidd-Gilchrist,CHA , SF,671,1172,1859,2016-11-05,501
Nick Young,LAL ," SG,SF",246,1512,1762,2016-11-05,1266
Marvin Williams,CHA ," SF,PF",1622,118,1754,2016-11-05,-1504
Tony Parker,SA , PG,1669,52,1734,2016-11-05,-1617
Robert Covington,PHI ," SF,PF",1494,216,1727,2016-11-05,-1278
Cody Zeller,CHA ," PF,C",605,1099,1709,2016-11-05,494
Joakim Noah,NY ," PF,C",295,1341,1649,2016-11-05,1046
Dario Saric,PHI ," SF,PF",1274,366,1648,2016-11-05,-908
Thabo Sefolosha,ATL ," SG,SF",1220,398,1623,2016-11-05,-822
Ersan Ilyasova,PHI ," SF,PF",273,1315,1589,2016-11-05,1042
Allen Crabbe,POR ," PG,SG",1108,473,1586,2016-11-05,-635
Jamal Crawford,LAC ," SG,SF",1350,229,1586,2016-11-05,-1121
K. Korver,CLE ," SG,SF",1420,135,1586,2016-11-05,-1285
Amir Johnson,BOS ," PF,C",662,888,1552,2016-11-05,226
Sergio Rodriguez,PHI , PG,547,985,1546,2016-11-05,438
Gary Harris,DEN ," SG,SF",427,1098,1533,2016-11-05,671
Danny Green,SA ," SG,SF",494,1022,1524,2016-11-05,528
Tim Hardaway Jr.,ATL ," SG,SF",1012,502,1518,2016-11-05,-510
Ricky Rubio,MIN , PG,1239,265,1518,2016-11-05,-974
Marcus Smart,BOS , PG,336,1175,1517,2016-11-05,839
Kent Bazemore,ATL ," SG,SF",1033,400,1446,2016-11-05,-633
C.J. Miles,IND ," SG,SF",385,9392,9779,2016-11-06,9007
Wilson Chandler,DEN ," SG,SF,PF",432,4913,5346,2016-11-06,4481
Ty Lawson,SAC , PG,4199,209,4420,2016-11-06,-3990
J.J. Barea,DAL ," PG,SG",442,3823,4274,2016-11-06,3381
Tyler Johnson,MIA ," PG,SG",227,4023,4258,2016-11-06,3796
Lou Williams,LAL ," PG,SG",376,3652,4032,2016-11-06,3276
Jaylen Brown,BOS , SF,2863,941,3805,2016-11-06,-1922
Terrence Jones,NO ," SF,PF",311,3366,3681,2016-11-06,3055
Ersan Ilyasova,PHI ," SF,PF",164,3463,3629,2016-11-06,3299
Lance Stephenson,NO ," SG,SF",3496,35,3533,2016-11-06,-3461
Will Barton,DEN ," SG,SF",2853,544,3404,2016-11-06,-2309
Tyson Chandler,PHO , C,279,3106,3393,2016-11-06,2827
Larry Nance Jr.,LAL , PF,1108,2034,3142,2016-11-06,926
Joe Johnson,UTA ," SG,SF",2129,796,2943,2016-11-06,-1333
Jon Leuer,DET ," PF,C",193,2733,2929,2016-11-06,2540
Trevor Booker,BKN , PF,498,2348,2856,2016-11-06,1850
James Ennis III,MEM ," SG,SF",2384,466,2853,2016-11-06,-1918
Rondae Hollis-Jefferson,BKN ," SG,SF",636,2157,2799,2016-11-06,1521
Matt Barnes,SAC ," SG,SF",2304,204,2517,2016-11-06,-2100
Sean Kilpatrick,BKN ," PG,SG",499,1946,2453,2016-11-06,1447
Nick Young,LAL ," SG,SF",318,2031,2351,2016-11-06,1713
Michael Kidd-Gilchrist,CHA , SF,510,1784,2307,2016-11-06,1274
Patty Mills,SA , PG,1655,558,2219,2016-11-06,-1097
Cody Zeller,CHA ," PF,C",449,1586,2044,2016-11-06,1137
DeMarre Carroll,TOR ," SF,PF",1870,142,2032,2016-11-06,-1728
Matthew Dellavedova,MIL ," PG,SG",1430,487,1931,2016-11-06,-943
Mike Muscala,ATL ," PF,C",1526,312,1840,2016-11-06,-1214
Allen Crabbe,POR ," PG,SG",1477,332,1823,2016-11-06,-1145
Malcolm Brogdon,MIL ," PG,SG",1570,249,1821,2016-11-06,-1321
Sergio Rodriguez,PHI , PG,378,1424,1819,2016-11-06,1046
Emmanuel Mudiay,DEN , PG,1049,729,1801,2016-11-06,-320
Dario Saric,PHI ," SF,PF",1600,162,1768,2016-11-06,-1438
Tyler Zeller,BOS ," PF,C",481,1266,1748,2016-11-06,785
Marvin Williams,CHA ," SF,PF",1569,132,1715,2016-11-06,-1437
Joakim Noah,NY ," PF,C",779,904,1694,2016-11-06,125
Jonathon Simmons,SA ," SG,SF",1570,58,1633,2016-11-06,-1512
Kenneth Faried,DEN ," PF,C",1319,261,1600,2016-11-06,-1058
Kris Dunn,MIN , PG,1419,157,1596,2016-11-06,-1262
E'Twaun Moore,NO ," PG,SG",390,1205,1595,2016-11-06,815
Robert Covington,PHI ," SF,PF",1233,347,1589,2016-11-06,-886
Evan Turner,POR ," SG,SF",1224,323,1555,2016-11-06,-901
Danny Green,SA ," SG,SF",493,1035,1540,2016-11-06,542
Thabo Sefolosha,ATL ," SG,SF",877,653,1534,2016-11-06,-224
JaMychal Green,MEM , PF,1329,162,1496,2016-11-06,-1167
Amir Johnson,BOS ," PF,C",933,552,1486,2016-11-06,-381
Al-Farouq Aminu,POR ," SF,PF",689,772,1467,2016-11-06,83
Andrew Bogut,DAL , C,956,488,1458,2016-11-06,-468
Brandon Ingram,LAL ," SG,SF",884,546,1445,2016-11-06,-338
Ricky Rubio,MIN , PG,1169,268,1443,2016-11-06,-901
Brandon Knight,PHO ," PG,SG",1161,239,1426,2016-11-06,-922
Nick Young,LAL ," SG,SF",275,15379,15656,2016-11-07,15104
C.J. Miles,IND ," SG,SF",509,8821,9332,2016-11-07,8312
J.J. Barea,DAL ," PG,SG",394,6475,6876,2016-11-07,6081
Jaylen Brown,BOS , SF,6061,182,6249,2016-11-07,-5879
Jon Leuer,DET ," PF,C",387,5303,5693,2016-11-07,4916
Terrence Jones,NO ," SF,PF",1274,4094,5372,2016-11-07,2820
Maurice Harkless,POR , SF,187,4837,5024,2016-11-07,4650
Joe Johnson,UTA ," SG,SF",4239,586,4834,2016-11-07,-3653
Tyler Johnson,MIA ," PG,SG",652,4090,4751,2016-11-07,3438
Tyson Chandler,PHO , C,374,4275,4668,2016-11-07,3901
Lou Williams,LAL ," PG,SG",453,3994,4456,2016-11-07,3541
Ty Lawson,SAC , PG,3898,308,4215,2016-11-07,-3590
Will Barton,DEN ," SG,SF",3085,1054,4141,2016-11-07,-2031
Trevor Booker,BKN , PF,418,3580,4010,2016-11-07,3162
Rondae Hollis-Jefferson,BKN ," SG,SF",695,3210,3913,2016-11-07,2515
Sean Kilpatrick,BKN ," PG,SG",436,3300,3744,2016-11-07,2864
Larry Nance Jr.,LAL , PF,3257,368,3627,2016-11-07,-2889
Ersan Ilyasova,PHI ," SF,PF",603,2860,3465,2016-11-07,2257
Archie Goodwin,NO ," PG,SG",121,3320,3441,2016-11-07,3199
Matthew Dellavedova,MIL ," PG,SG",3057,269,3347,2016-11-07,-2788
Wilson Chandler,DEN ," SG,SF,PF",939,2397,3341,2016-11-07,1458
Michael Kidd-Gilchrist,CHA , SF,923,2312,3247,2016-11-07,1389
DeMarre Carroll,TOR ," SF,PF",2779,252,3045,2016-11-07,-2527
James Ennis III,MEM ," SG,SF",2570,390,2964,2016-11-07,-2180
Cody Zeller,CHA ," PF,C",658,2112,2774,2016-11-07,1454
Dario Saric,PHI ," SF,PF",2551,183,2741,2016-11-07,-2368
Matt Barnes,SAC ," SG,SF",2284,394,2685,2016-11-07,-1890
Thabo Sefolosha,ATL ," SG,SF",653,1884,2539,2016-11-07,1231
Malcolm Brogdon,MIL ," PG,SG",2319,135,2454,2016-11-07,-2184
Lance Stephenson,NO ," SG,SF",2430,15,2445,2016-11-07,-2415
Allen Crabbe,POR ," PG,SG",1996,363,2364,2016-11-07,-1633
Domantas Sabonis,OKC , PF,77,2285,2362,2016-11-07,2208
Sergio Rodriguez,PHI , PG,797,1510,2321,2016-11-07,713
Darren Collison,SAC , PG,357,1935,2299,2016-11-07,1578
Brandon Knight,PHO ," PG,SG",1967,267,2272,2016-11-07,-1700
Danny Green,SA ," SG,SF",603,1649,2259,2016-11-07,1046
Patty Mills,SA , PG,1590,600,2198,2016-11-07,-990
Deron Williams,DAL , PG,2046,127,2185,2016-11-07,-1919
Amir Johnson,BOS ," PF,C",1985,186,2174,2016-11-07,-1799
K. Korver,CLE ," SG,SF",1769,351,2135,2016-11-07,-1418
Ish Smith,DET , PG,1258,830,2105,2016-11-07,-428
Ricky Rubio,MIN , PG,1310,753,2070,2016-11-07,-557
Gary Harris,DEN ," SG,SF",406,1627,2037,2016-11-07,1221
Andrew Bogut,DAL , C,812,1184,2000,2016-11-07,372
E'Twaun Moore,NO ," PG,SG",430,1556,1989,2016-11-07,1126
Mike Muscala,ATL ," PF,C",1419,553,1975,2016-11-07,-866
JaMychal Green,MEM , PF,1763,189,1957,2016-11-07,-1574
Evan Turner,POR ," SG,SF",1631,319,1955,2016-11-07,-1312
Emmanuel Mudiay,DEN , PG,331,1589,1941,2016-11-07,1258
Brandon Ingram,LAL ," SG,SF",1232,680,1923,2016-11-07,-552
C.J. Miles,IND ," SG,SF",277,8872,9155,2016-11-08,8595
Domantas Sabonis,OKC , PF,174,5538,5713,2016-11-08,5364
Nick Young,LAL ," SG,SF",418,5251,5670,2016-11-08,4833
Jon Leuer,DET ," PF,C",429,4419,4850,2016-11-08,3990
Marquese Chriss,PHO , PF,367,4421,4792,2016-11-08,4054
Terrence Jones,NO ," SF,PF",4107,123,4238,2016-11-08,-3984
J.J. Barea,DAL ," PG,SG",171,3694,3876,2016-11-08,3523
Maurice Harkless,POR , SF,211,3431,3645,2016-11-08,3220
Will Barton,DEN ," SG,SF",2321,730,3064,2016-11-08,-1591
Joe Johnson,UTA ," SG,SF",2405,455,2870,2016-11-08,-1950
Trevor Booker,BKN , PF,249,2576,2836,2016-11-08,2327
Sean Kilpatrick,BKN ," PG,SG",522,2148,2676,2016-11-08,1626
Tyson Chandler,PHO , C,915,1638,2566,2016-11-08,723
Rondae Hollis-Jefferson,BKN ," SG,SF",472,1858,2336,2016-11-08,1386
Kris Dunn,MIN , PG,2020,251,2282,2016-11-08,-1769
Lou Williams,LAL ," PG,SG",314,1881,2212,2016-11-08,1567
Jaylen Brown,BOS , SF,2111,83,2200,2016-11-08,-2028
Ty Lawson,SAC , PG,1910,272,2190,2016-11-08,-1638
Kent Bazemore,ATL ," SG,SF",166,1996,2181,2016-11-08,1830
Ish Smith,DET , PG,1915,238,2164,2016-11-08,-1677
Tyler Johnson,MIA ," PG,SG",941,1152,2101,2016-11-08,211
Thabo Sefolosha,ATL ," SG,SF",572,1503,2081,2016-11-08,931
Dario Saric,PHI ," SF,PF",1997,70,2074,2016-11-08,-1927
Wilson Chandler,DEN ," SG,SF,PF",960,988,1954,2016-11-08,28
Cody Zeller,CHA ," PF,C",665,1234,1905,2016-11-08,569
Al-Farouq Aminu,POR ," SF,PF",1456,439,1904,2016-11-08,-1017
Michael Kidd-Gilchrist,CHA , SF,1377,385,1775,2016-11-08,-992
DeMarre Carroll,TOR ," SF,PF",1425,280,1726,2016-11-08,-1145
Danny Green,SA ," SG,SF",302,1412,1720,2016-11-08,1110
Deron Williams,DAL , PG,1559,127,1703,2016-11-08,-1432
Seth Curry,DAL ," PG,SG",288,1337,1629,2016-11-08,1049
Taj Gibson,CHI ," PF,C",94,1466,1586,2016-11-08,1372
Emmanuel Mudiay,DEN , PG,193,1328,1552,2016-11-08,1135
JaMychal Green,MEM , PF,1419,124,1545,2016-11-08,-1295
Justise Winslow,MIA ," SF,PF",1410,115,1540,2016-11-08,-1295
Sergio Rodriguez,PHI , PG,880,638,1530,2016-11-08,-242
Andrew Bogut,DAL , C,508,1011,1523,2016-11-08,503
Spencer Hawes,CHA ," PF,C",75,1421,1496,2016-11-08,1346
Ersan Ilyasova,PHI ," SF,PF",703,780,1486,2016-11-08,77
Jamal Crawford,LAC ," SG,SF",1188,284,1484,2016-11-08,-904
Tyus Jones,MIN , PG,33,1440,1473,2016-11-08,1407
James Ennis III,MEM ," SG,SF",1082,358,1450,2016-11-08,-724
Allen Crabbe,POR ," PG,SG",1095,327,1434,2016-11-08,-768
E'Twaun Moore,NO ," PG,SG",417,1013,1433,2016-11-08,596
Darren Collison,SAC , PG,151,1261,1420,2016-11-08,1110
Courtney Lee,NY ," SG,SF",282,1119,1408,2016-11-08,837
Dirk Nowitzki,DAL ," PF,C",728,634,1389,2016-11-08,-94
K. Korver,CLE ," SG,SF",1114,237,1367,2016-11-08,-877
Matt Barnes,SAC ," SG,SF",1018,336,1361,2016-11-08,-682
Patty Mills,SA , PG,747,608,1358,2016-11-08,-139
Maurice Harkless,POR , SF,363,8927,9291,2016-11-09,8564
Nick Young,LAL ," SG,SF",298,7364,7667,2016-11-09,7066
Seth Curry,DAL ," PG,SG",300,4805,5106,2016-11-09,4505
J.J. Barea,DAL ," PG,SG",837,3557,4409,2016-11-09,2720
Kris Dunn,MIN , PG,3985,95,4092,2016-11-09,-3890
Jaylen Brown,BOS , SF,3693,67,3764,2016-11-09,-3626
E'Twaun Moore,NO ," PG,SG",333,3387,3722,2016-11-09,3054
Tyus Jones,MIN , PG,96,3489,3585,2016-11-09,3393
C.J. Miles,IND ," SG,SF",292,3271,3571,2016-11-09,2979
Al-Farouq Aminu,POR ," SF,PF",3139,83,3232,2016-11-09,-3056
Joe Johnson,UTA ," SG,SF",2673,413,3095,2016-11-09,-2260
Trevor Booker,BKN , PF,422,2353,2786,2016-11-09,1931
Jon Leuer,DET ," PF,C",344,2315,2664,2016-11-09,1971
Lou Williams,LAL ," PG,SG",308,2243,2565,2016-11-09,1935
Robert Covington,PHI ," SF,PF",349,2036,2399,2016-11-09,1687
Tyson Chandler,PHO , C,1831,513,2364,2016-11-09,-1318
Sean Kilpatrick,BKN ," PG,SG",1452,797,2260,2016-11-09,-655
Ty Lawson,SAC , PG,1988,248,2239,2016-11-09,-1740
Danny Green,SA ," SG,SF",278,1890,2175,2016-11-09,1612
Sergio Rodriguez,PHI , PG,1757,363,2145,2016-11-09,-1394
Domantas Sabonis,OKC , PF,513,1583,2098,2016-11-09,1070
Will Barton,DEN ," SG,SF",1375,678,2061,2016-11-09,-697
Tyler Johnson,MIA ," PG,SG",457,1531,2002,2016-11-09,1074
Emmanuel Mudiay,DEN , PG,168,1775,1968,2016-11-09,1607
Terrence Jones,NO ," SF,PF",1508,369,1888,2016-11-09,-1139
Allen Crabbe,POR ," PG,SG",1675,169,1852,2016-11-09,-1506
Rondae Hollis-Jefferson,BKN ," SG,SF",898,944,1845,2016-11-09,46
Thabo Sefolosha,ATL ," SG,SF",1026,704,1735,2016-11-09,-322
JaMychal Green,MEM , PF,1683,39,1729,2016-11-09,-1644
Kent Bazemore,ATL ," SG,SF",279,1423,1714,2016-11-09,1144
DeMarre Carroll,TOR ," SF,PF",1394,281,1687,2016-11-09,-1113
Tyler Johnson,MIA ," SF,PF",51,1623,1674,2016-11-09,1572
Deron Williams,DAL , PG,1455,187,1665,2016-11-09,-1268
Marquese Chriss,PHO , PF,1055,596,1651,2016-11-09,-459
Andrew Bogut,DAL , C,1090,540,1635,2016-11-09,-550
Matt Barnes,SAC ," SG,SF",857,732,1593,2016-11-09,-125
Luol Deng,LAL ," SF,PF",1364,225,1593,2016-11-09,-1139
Cody Zeller,CHA ," PF,C",480,1108,1589,2016-11-09,628
Nikola Mirotic,CHI ," SF,PF",1376,182,1574,2016-11-09,-1194
Arron Afflalo,SAC ," SG,SF",113,1431,1545,2016-11-09,1318
Ish Smith,DET , PG,1308,200,1527,2016-11-09,-1108
Wilson Chandler,DEN ," SG,SF,PF",962,559,1526,2016-11-09,-403
Alex Len,PHO ," PF,C",705,798,1508,2016-11-09,93
Bojan Bogdanovic,BKN ," SG,SF",1150,302,1462,2016-11-09,-848
Taj Gibson,CHI ," PF,C",51,1382,1455,2016-11-09,1331
Dario Saric,PHI ," SF,PF",1066,337,1412,2016-11-09,-729
Matthew Dellavedova,MIL ," PG,SG",877,479,1370,2016-11-09,-398
James Ennis III,MEM ," SG,SF",908,416,1331,2016-11-09,-492
Marvin Williams,CHA ," SF,PF",477,823,1309,2016-11-09,346
Ersan Ilyasova,PHI ," SF,PF",994,305,1304,2016-11-09,-689
Nick Young,LAL ," SG,SF",704,4236,4951,2016-11-10,3532
Robert Covington,PHI ," SF,PF",141,4659,4811,2016-11-10,4518
Tyus Jones,MIN , PG,153,3716,3869,2016-11-10,3563
C.J. Miles,IND ," SG,SF",308,3286,3606,2016-11-10,2978
Kris Dunn,MIN , PG,3354,73,3443,2016-11-10,-3281
Maurice Harkless,POR , SF,560,2836,3398,2016-11-10,2276
Lucas Nogueira,TOR ," PF,C",53,3308,3361,2016-11-10,3255
Jaylen Brown,BOS , SF,3007,26,3040,2016-11-10,-2981
Jon Leuer,DET ," PF,C",233,2762,3000,2016-11-10,2529
Danny Green,SA ," SG,SF",184,2711,2905,2016-11-10,2527
Joe Johnson,UTA ," SG,SF",2169,379,2560,2016-11-10,-1790
J.J. Barea,DAL ," PG,SG",1255,1135,2406,2016-11-10,-120
E'Twaun Moore,NO ," PG,SG",756,1591,2351,2016-11-10,835
Seth Curry,DAL ," PG,SG",421,1907,2329,2016-11-10,1486
Alex Len,PHO ," PF,C",234,2068,2309,2016-11-10,1834
Al-Farouq Aminu,POR ," SF,PF",2196,65,2275,2016-11-10,-2131
Nikola Mirotic,CHI ," SF,PF",1972,184,2174,2016-11-10,-1788
Tyson Chandler,PHO , C,1749,356,2118,2016-11-10,-1393
Tyler Johnson,MIA ," PG,SG",512,1508,2043,2016-11-10,996
Sergio Rodriguez,PHI , PG,1773,239,2040,2016-11-10,-1534
Sean Kilpatrick,BKN ," PG,SG",1609,374,2002,2016-11-10,-1235
Will Barton,DEN ," SG,SF",1085,885,1976,2016-11-10,-200
Justin Hamilton,BKN ," PF,C",145,1728,1875,2016-11-10,1583
Lou Williams,LAL ," PG,SG",377,1453,1849,2016-11-10,1076
Thabo Sefolosha,ATL ," SG,SF",373,1383,1759,2016-11-10,1010
Trevor Booker,BKN , PF,579,1120,1714,2016-11-10,541
Wilson Chandler,DEN ," SG,SF,PF",1249,451,1708,2016-11-10,-798
Josh Richardson,MIA ," SG,SF",288,1316,1612,2016-11-10,1028
Terrence Jones,NO ," SF,PF",1056,521,1587,2016-11-10,-535
Andrew Bogut,DAL , C,1377,151,1537,2016-11-10,-1226
Tyler Johnson,MIA ," SF,PF",619,861,1480,2016-11-10,242
Jamal Crawford,LAC ," SG,SF",1283,164,1455,2016-11-10,-1119
Al Jefferson,IND ," PF,C",167,1274,1447,2016-11-10,1107
Patty Mills,SA , PG,484,957,1445,2016-11-10,473
Marvin Williams,CHA ," SF,PF",187,1232,1436,2016-11-10,1045
Michael Kidd-Gilchrist,CHA , SF,593,798,1412,2016-11-10,205
Cody Zeller,CHA ," PF,C",478,920,1405,2016-11-10,442
Allen Crabbe,POR ," PG,SG",1182,194,1392,2016-11-10,-988
Rondae Hollis-Jefferson,BKN ," SG,SF",842,535,1388,2016-11-10,-307
Bojan Bogdanovic,BKN ," SG,SF",1201,172,1388,2016-11-10,-1029
Matthew Dellavedova,MIL ," PG,SG",807,555,1380,2016-11-10,-252
DeMarre Carroll,TOR ," SF,PF",1031,322,1369,2016-11-10,-709
Ish Smith,DET , PG,994,349,1364,2016-11-10,-645
Luol Deng,LAL ," SF,PF",1136,218,1360,2016-11-10,-918
Otto Porter,WAS , SF,26,1264,1311,2016-11-10,1238
Taj Gibson,CHI ," PF,C",314,951,1305,2016-11-10,637
Mirza Teletovic,MIL ," SF,PF",684,598,1286,2016-11-10,-86
Marquese Chriss,PHO , PF,1191,92,1285,2016-11-10,-1099
Brandon Knight,PHO ," PG,SG",829,414,1279,2016-11-10,-415
Marcus Smart,BOS , PG,228,1024,1268,2016-11-10,796
Nick Young,LAL ," SG,SF",472,5032,5512,2016-11-11,4560
Josh Richardson,MIA ," SG,SF",197,4286,4484,2016-11-11,4089
Jrue Holiday,NO , PG,150,4251,4409,2016-11-11,4101
Lucas Nogueira,TOR ," PF,C",205,4000,4205,2016-11-11,3795
E'Twaun Moore,NO ," PG,SG",370,2914,3286,2016-11-11,2544
Ricky Rubio,MIN , PG,280,2894,3187,2016-11-11,2614
Al-Farouq Aminu,POR ," SF,PF",2752,82,2839,2016-11-11,-2670
Joe Johnson,UTA ," SG,SF",2284,255,2548,2016-11-11,-2029
Tyus Jones,MIN , PG,480,2065,2545,2016-11-11,1585
C.J. Miles,IND ," SG,SF",345,2067,2418,2016-11-11,1722
Jon Leuer,DET ," PF,C",676,1632,2311,2016-11-11,956
Kris Dunn,MIN , PG,2223,55,2291,2016-11-11,-2168
